id_transacao;escore_risco;desfecho;valor;cliente
TX-102585;504;aprovada;1.336,48;CLI-01586
TX-102586;476;0;380,65;CLI-02342
TX-102587;541;aprovada;529,51;CLI-00727
TX-102588;387;aprovada;717,92;CLI-01118
TX-102589;463;0;88,69;CLI-02334
TX-102590;595;0;155,21;CLI-01872
TX-102591;647;0;405,74;CLI-00083
TX-102592;591;0;673,33;CLI-00861
TX-102593;503;aprovada;1.085,50;CLI-02294
TX-102594;576;0;555,30;CLI-02366
TX-102595;404;0;128,43;CLI-01299
TX-102596;599;0;190,46;CLI-02497
TX-102597;490;0;1.359,22;CLI-01344
TX-102598;659;0;250,92;CLI-00520
TX-102599;452;0;785,34;CLI-02096
TX-102600;642;0;283,33;CLI-00632
TX-102601;298;aprovada;381,74;CLI-01449
TX-102602;402;0;153,06;CLI-01913
TX-102603;428;aprovada;1.038,48;CLI-02349
TX-102604;297;0;885,62;CLI-02309
TX-102605;578;aprovada;1.163,95;CLI-00393
TX-102606;400;0;557,41;CLI-01525
TX-102607;379;aprovada;265,80;CLI-00645
TX-102608;514;aprovada;970,78;CLI-00654
TX-102609;506;0;232,71;CLI-00126
TX-102610;231;aprovada;128,46;CLI-00790
TX-102611;421;0;527,89;CLI-01655
TX-102612;757;aprovada;263,78;CLI-03015
TX-102613;845;aprovada;99,90;CLI-02115
TX-102614;507;aprovada;56,00;CLI-01094
TX-102615;677;aprovada;620,20;CLI-01748
TX-102616;454;0;1.187,77;CLI-02587
TX-102617;659;0;373,55;CLI-02469
TX-102618;559;aprovada;398,49;CLI-02349
TX-102619;434;0;86,53;CLI-02365
TX-102620;797;aprovada;710,87;CLI-02960
TX-102621;444;0;343,84;CLI-03003
TX-102622;473;0;1.575,87;CLI-00578
TX-102623;483;0;536,07;CLI-01478
TX-102624;715;aprovada;296,76;CLI-01792
TX-102625;492;0;318,32;CLI-02181
TX-102626;366;aprovada;165,53;CLI-01584
TX-102627;615;0;70,73;CLI-01858
TX-102628;282;aprovada;869,85;CLI-00555
TX-102629;766;aprovada;925,68;CLI-01322
TX-102630;670;0;356,75;CLI-01585
TX-102631;425;0;318,81;CLI-00474
TX-102632;291;aprovada;379,56;CLI-02804
TX-102633;212;aprovada;183,27;CLI-02371
TX-102634;528;0;238,70;CLI-01886
TX-102635;451;aprovada;92,46;CLI-01740
TX-102636;349;aprovada;264,87;CLI-02001
TX-102637;350;aprovada;3.101,56;CLI-01420
TX-102638;537;0;204,86;CLI-00935
TX-102639;503;aprovada;574,36;CLI-02863
TX-102640;241;0;427,24;CLI-00705
TX-102641;364;aprovada;1.512,05;CLI-02302
TX-102642;327;aprovada;382,18;CLI-02100
TX-102643;548;aprovada;1.956,40;CLI-00091
TX-102644;437;0;204,10;CLI-01646
TX-102645;622;0;665,13;CLI-01772
TX-102646;648;aprovada;432,23;CLI-00498
TX-102647;567;aprovada;511,28;CLI-02532
TX-102648;369;0;353,91;CLI-01124
TX-102649;433;0;1.675,21;CLI-01896
TX-102650;388;0;785,35;CLI-00770
TX-102651;748;0;1.245,93;CLI-01760
TX-102652;663;aprovada;127,74;CLI-01595
TX-102653;346;0;396,19;CLI-00607
TX-102654;670;0;270,39;CLI-02776
TX-102655;165;0;460,43;CLI-02566
TX-102656;737;0;266,52;CLI-01018
TX-102657;401;0;1.517,84;CLI-00179
TX-102658;436;0;289,68;CLI-01870
TX-102659;796;0;559,75;CLI-00490
TX-102660;456;0;1.439,41;CLI-00947
TX-102661;534;0;221,92;CLI-00910
TX-102662;388;aprovada;168,10;CLI-01782
TX-102663;387;aprovada;270,55;CLI-02249
TX-102664;533;0;284,56;CLI-01231
TX-102665;312;aprovada;613,56;CLI-02066
TX-102666;438;1;526,69;CLI-02228
TX-102667;596;aprovada;1.634,00;CLI-02702
TX-102668;604;0;1.404,30;CLI-01153
TX-102669;780;aprovada;1.590,68;CLI-00081
TX-102670;531;aprovada;94,92;CLI-02389
TX-102671;635;aprovada;410,56;CLI-01833
TX-102672;514;0;205,08;CLI-00840
TX-102673;287;0;199,84;CLI-02220
TX-102674;520;0;177,87;CLI-02168
TX-102675;345;aprovada;523,57;CLI-00552
TX-102676;459;aprovada;145,95;CLI-00764
TX-102677;610;0;91,44;CLI-01847
TX-102678;449;0;246,86;CLI-00697
TX-102679;322;aprovada;42,01;CLI-01188
TX-102680;389;aprovada;705,49;CLI-01501
TX-102681;682;aprovada;264,42;CLI-02365
TX-102682;466;aprovada;242,04;CLI-01138
TX-102683;406;aprovada;674,28;CLI-02211
TX-102684;657;aprovada;259,61;CLI-02573
TX-102685;373;0;1.568,03;CLI-02452
TX-102686;453;0;1.052,58;CLI-01391
TX-102687;385;0;1.145,70;CLI-00557
TX-102688;367;0;153,49;CLI-01091
TX-102689;526;0;246,06;CLI-00241
TX-102690;586;0;315,12;CLI-02022
TX-102691;495;0;629,08;CLI-02576
TX-102692;528;0;644,13;CLI-00483
TX-102693;304;0;454,85;CLI-00125
TX-102694;638;aprovada;334,21;CLI-01496
TX-102695;585;0;1.138,87;CLI-02294
TX-102696;577;0;372,77;CLI-01182
TX-102697;238;aprovada;681,14;CLI-01865
TX-102698;257;aprovada;178,72;CLI-00087
TX-102699;418;0;790,98;CLI-00885
TX-102700;470;0;246,27;CLI-00029
TX-102701;412;0;209,25;CLI-01343
TX-102702;206;0;252,11;CLI-02287
TX-102703;288;0;926,33;CLI-01385
TX-102704;758;aprovada;158,63;CLI-00212
TX-102705;192;0;459,40;CLI-00340
TX-102706;508;0;195,43;CLI-00118
TX-102707;365;aprovada;120,02;CLI-01296
TX-102708;585;aprovada;661,60;CLI-02753
TX-102709;647;aprovada;424,57;CLI-01898
TX-102710;457;0;1.907,08;CLI-01621
TX-102711;690;0;93,92;CLI-02582
TX-102712;609;aprovada;239,05;CLI-00739
TX-102713;575;aprovada;209,38;CLI-02117
TX-102714;392;0;82,97;CLI-00163
TX-102715;311;0;272,93;CLI-00130
TX-102716;428;aprovada;256,36;CLI-00536
TX-102717;475;aprovada;298,75;CLI-01909
TX-102718;489;0;142,04;CLI-00862
TX-102719;548;0;491,06;CLI-02954
TX-102720;371;aprovada;1.619,16;CLI-01936
TX-102721;414;0;167,36;CLI-01066
TX-102722;482;aprovada;1.180,99;CLI-01723
TX-102723;568;aprovada;443,91;CLI-01976
TX-102724;647;aprovada;2.701,29;CLI-02349
TX-102725;369;0;163,08;CLI-00681
TX-102726;710;aprovada;420,71;CLI-02470
TX-102727;728;aprovada;98,83;CLI-02820
TX-102728;770;0;366,05;CLI-02193
TX-102729;355;0;236,10;CLI-01727
TX-102730;442;0;571,94;CLI-00788
TX-102731;254;0;236,01;CLI-01173
TX-102732;509;aprovada;553,09;CLI-00165
TX-102733;458;0;742,52;CLI-00009
TX-102734;785;aprovada;490,79;CLI-00396
TX-102735;506;0;404,23;CLI-01792
TX-102736;498;0;226,30;CLI-02058
TX-102737;522;0;885,64;CLI-01528
TX-102738;611;aprovada;2.194,45;CLI-01576
TX-102739;393;0;102,81;CLI-02106
TX-102740;274;0;137,27;CLI-00631
TX-102741;482;aprovada;332,82;CLI-01442
TX-102742;371;0;1.109,20;CLI-00694
TX-102743;391;aprovada;2.889,06;CLI-00096
TX-102744;596;aprovada;232,02;CLI-02926
TX-102745;819;0;358,21;CLI-00810
TX-102746;416;aprovada;503,91;CLI-00103
TX-102747;371;0;306,74;CLI-02244
TX-102748;406;0;1.464,20;CLI-02606
TX-102749;466;aprovada;120,46;CLI-00579
TX-102750;768;0;395,97;CLI-02689
TX-102751;423;0;1.195,37;CLI-02947
TX-102752;582;0;143,35;CLI-02493
TX-102753;565;0;197,38;CLI-02316
TX-102754;701;aprovada;196,92;CLI-00136
TX-102755;673;aprovada;471,26;CLI-00702
TX-102756;437;aprovada;85,13;CLI-02025
TX-102757;524;0;515,70;CLI-00727
TX-102758;402;0;915,73;CLI-01716
TX-102759;445;aprovada;1.413,32;CLI-02583
TX-102760;432;0;247,85;CLI-02955
TX-102761;595;0;337,17;CLI-02941
TX-102762;388;0;550,26;CLI-00512
TX-102763;316;0;157,72;CLI-00724
TX-102764;481;0;303,27;CLI-00267
TX-102765;509;aprovada;551,52;CLI-00751
TX-102766;635;aprovada;289,06;CLI-01332
TX-102767;316;0;1.223,98;CLI-00220
TX-102768;459;aprovada;72,07;CLI-00574
TX-102769;507;0;581,81;CLI-02479
TX-102770;525;0;1.345,28;CLI-00548
TX-102771;697;0;2.292,40;CLI-00793
TX-102772;565;aprovada;178,82;CLI-00266
TX-102773;774;aprovada;515,91;CLI-00054
TX-102774;584;aprovada;211,76;CLI-00807
TX-102775;429;0;487,06;CLI-01877
TX-102776;651;0;598,23;CLI-00689
TX-102777;601;0;436,34;CLI-00899
TX-102778;472;0;271,02;CLI-01247
TX-102779;672;aprovada;100,21;CLI-00459
TX-102780;700;aprovada;1.913,54;CLI-00081
TX-102781;690;0;390,14;CLI-03015
TX-102782;467;0;358,04;CLI-00550
TX-102783;465;aprovada;589,17;CLI-02327
TX-102784;212;0;1.139,84;CLI-00473
TX-102785;458;aprovada;264,93;CLI-00834
TX-102786;446;0;1.459,59;CLI-02070
TX-102787;459;aprovada;502,76;CLI-00071
TX-102788;584;aprovada;486,28;CLI-01817
TX-102789;412;aprovada;2.321,31;CLI-01494
TX-102790;423;aprovada;445,28;CLI-02985
TX-102791;365;0;222,05;CLI-01968
TX-102792;327;0;293,49;CLI-00771
TX-102793;370;aprovada;529,96;CLI-01080
TX-102794;248;aprovada;863,18;CLI-01398
TX-102795;299;aprovada;436,89;CLI-01285
TX-102796;580;aprovada;567,46;CLI-02498
TX-102797;554;0;120,26;CLI-00596
TX-102798;356;0;129,19;CLI-00363
TX-102799;324;aprovada;1.055,14;CLI-01866
TX-102800;446;aprovada;321,71;CLI-02239
TX-102801;632;aprovada;395,76;CLI-02325
TX-102802;484;aprovada;265,37;CLI-01554
TX-102803;606;0;1.753,41;CLI-01028
TX-102804;630;aprovada;481,55;CLI-02183
TX-102805;254;aprovada;144,29;CLI-01214
TX-102806;430;aprovada;1.229,62;CLI-00064
TX-102807;486;aprovada;596,54;CLI-00421
TX-102808;408;aprovada;171,95;CLI-02344
TX-102809;553;0;225,46;CLI-01970
TX-102810;329;aprovada;2.053,46;CLI-00400
TX-102811;220;0;223,40;CLI-02336
TX-102812;653;0;787,87;CLI-02008
TX-102813;511;0;229,13;CLI-01113
TX-102814;698;aprovada;342,68;CLI-01785
TX-102815;722;aprovada;771,81;CLI-00837
TX-102816;644;0;94,87;CLI-02257
TX-102817;595;0;593,21;CLI-00262
TX-102818;495;0;573,60;CLI-01705
TX-102819;261;0;432,15;CLI-00019
TX-102820;611;aprovada;688,78;CLI-02879
TX-102821;564;aprovada;161,90;CLI-02406
TX-102822;656;0;561,31;CLI-01886
TX-102823;514;aprovada;56,56;CLI-02431
TX-102824;483;aprovada;428,96;CLI-00555
TX-102825;648;aprovada;664,57;CLI-00839
TX-102826;660;aprovada;1.462,62;CLI-00321
TX-102827;351;aprovada;485,33;CLI-00251
TX-102828;348;0;324,04;CLI-01072
TX-102829;500;0;242,11;CLI-00449
TX-102830;497;aprovada;208,44;CLI-00207
TX-102831;544;aprovada;750,98;CLI-00244
TX-102832;594;aprovada;223,54;CLI-00620
TX-102833;549;aprovada;453,79;CLI-01134
TX-102834;475;aprovada;1.135,87;CLI-01485
TX-102835;543;0;598,51;CLI-01550
TX-102836;484;aprovada;519,43;CLI-02209
TX-102837;312;0;338,52;CLI-00428
TX-102838;643;aprovada;1.188,06;CLI-02742
TX-102839;718;chargeback;358,21;CLI-02277
TX-102840;290;0;78,21;CLI-01646
TX-102841;848;aprovada;1.646,48;CLI-00197
TX-102842;225;0;392,99;CLI-02251
TX-102843;530;0;196,12;CLI-01169
TX-102844;393;0;460,59;CLI-00260
TX-102845;670;0;772,56;CLI-00806
TX-102846;541;aprovada;285,84;CLI-01802
TX-102847;335;0;1.543,64;CLI-02509
TX-102848;480;aprovada;259,51;CLI-02911
TX-102849;535;0;765,29;CLI-01847
TX-102850;478;0;1.125,76;CLI-02971
TX-102851;224;aprovada;67,99;CLI-00148
TX-102852;461;aprovada;176,36;CLI-00965
TX-102853;514;aprovada;912,73;CLI-01014
TX-102854;446;aprovada;916,26;CLI-01357
TX-102855;645;aprovada;659,35;CLI-01139
TX-102856;445;0;834,12;CLI-02148
TX-102857;502;0;95,99;CLI-02577
TX-102858;474;0;1.286,28;CLI-01234
TX-102859;221;0;334,15;CLI-00803
TX-102860;542;aprovada;22,95;CLI-00738
TX-102861;249;0;876,68;CLI-01544
TX-102862;449;0;4.285,80;CLI-01254
TX-102863;684;0;625,41;CLI-00348
TX-102864;511;0;281,89;CLI-00558
TX-102865;302;aprovada;381,88;CLI-02255
TX-102866;610;0;981,89;CLI-01182
TX-102867;531;0;107,86;CLI-00371
TX-102868;495;0;199,63;CLI-00742
TX-102869;635;aprovada;193,36;CLI-02031
TX-102870;751;aprovada;431,53;CLI-02535
TX-102871;517;0;455,69;CLI-01402
TX-102872;316;aprovada;383,12;CLI-01507
TX-102873;320;aprovada;311,62;CLI-02304
TX-102874;755;aprovada;749,14;CLI-01944
TX-102875;614;aprovada;157,34;CLI-02862
TX-102876;411;aprovada;277,63;CLI-02071
TX-102877;431;0;2.117,52;CLI-02347
TX-102878;519;0;346,07;CLI-02153
TX-102879;668;0;523,72;CLI-00821
TX-102880;743;0;166,61;CLI-01326
TX-102881;154;aprovada;1.281,96;CLI-01841
TX-102882;444;aprovada;821,36;CLI-02555
TX-102883;522;aprovada;130,17;CLI-02434
TX-102884;561;0;346,75;CLI-01309
TX-102885;460;0;690,74;CLI-01294
TX-102886;581;aprovada;1.523,67;CLI-02505
TX-102887;667;0;291,87;CLI-00831
TX-102888;602;aprovada;934,07;CLI-00050
TX-102889;441;0;1.735,78;CLI-01933
TX-102890;636;aprovada;110,76;CLI-02520
TX-102891;445;0;1.143,55;CLI-01725
TX-102892;385;0;471,12;CLI-02880
TX-102893;787;aprovada;1.592,41;CLI-00542
TX-102894;598;aprovada;123,64;CLI-01607
TX-102895;525;aprovada;1.306,08;CLI-02356
TX-102896;672;0;543,19;CLI-00659
TX-102897;445;0;382,36;CLI-01129
TX-102898;426;aprovada;676,82;CLI-00538
TX-102899;324;0;780,88;CLI-01400
TX-102900;454;0;320,79;CLI-02979
TX-102901;519;0;149,01;CLI-00863
TX-102902;383;aprovada;377,46;CLI-00880
TX-102903;511;aprovada;233,60;CLI-01904
TX-102904;517;0;199,51;CLI-01299
TX-102905;318;aprovada;281,34;CLI-01176
TX-102906;681;aprovada;795,66;CLI-01429
TX-102907;571;0;334,45;CLI-01075
TX-102908;402;0;456,05;CLI-01726
TX-102909;796;1;2.179,24;CLI-01787
TX-102910;662;0;575,57;CLI-02917
TX-102911;849;aprovada;471,05;CLI-01987
TX-102912;416;aprovada;41,48;CLI-02787
TX-102913;551;aprovada;599,38;CLI-00924
TX-102914;442;aprovada;5.891,70;CLI-02029
TX-102915;162;0;447,33;CLI-02722
TX-102916;546;0;160,02;CLI-01632
TX-102917;469;0;245,53;CLI-01837
TX-102918;630;aprovada;140,80;CLI-01646
TX-102919;459;0;109,90;CLI-00123
TX-102920;393;aprovada;616,35;CLI-01896
TX-102921;494;aprovada;379,58;CLI-01188
TX-102922;540;aprovada;450,96;CLI-02129
TX-102923;429;aprovada;360,06;CLI-02108
TX-102924;221;aprovada;1.231,48;CLI-02268
TX-102925;514;aprovada;154,30;CLI-02044
TX-102926;644;0;1.531,11;CLI-01707
TX-102927;343;aprovada;401,21;CLI-00893
TX-102928;503;0;355,88;CLI-01255
TX-102929;510;aprovada;76,89;CLI-02223
TX-102930;443;0;2.073,77;CLI-02528
TX-102931;740;0;1.155,45;CLI-01794
TX-102932;490;0;319,99;CLI-00615
TX-102933;417;aprovada;178,75;CLI-01603
TX-102934;580;aprovada;455,82;CLI-00583
TX-102935;432;aprovada;487,84;CLI-00144
TX-102936;476;aprovada;302,58;CLI-01644
TX-102937;445;0;211,38;CLI-01990
TX-102938;379;0;924,71;CLI-02565
TX-102939;529;aprovada;1.111,21;CLI-02778
TX-102940;373;0;1.912,79;CLI-00298
TX-102941;436;aprovada;262,00;CLI-02233
TX-102942;639;0;491,96;CLI-00877
TX-102943;514;0;449,66;CLI-01934
TX-102944;575;0;646,07;CLI-01337
TX-102945;734;0;235,10;CLI-00385
TX-102946;623;0;817,38;CLI-02157
TX-102947;472;0;88,81;CLI-02355
TX-102948;247;aprovada;1.755,16;CLI-02274
TX-102949;503;0;366,94;CLI-02509
TX-102950;486;aprovada;141,01;CLI-02362
TX-102951;510;aprovada;190,34;CLI-01261
TX-102952;631;0;336,13;CLI-02557
TX-102953;713;aprovada;1.754,87;CLI-02962
TX-102954;669;0;230,91;CLI-01269
TX-102955;839;0;342,19;CLI-02627
TX-102956;397;aprovada;773,61;CLI-00805
TX-102957;762;aprovada;452,12;CLI-01596
TX-102958;642;0;199,05;CLI-01514
TX-102959;560;0;476,12;CLI-01320
TX-102960;434;aprovada;323,85;CLI-02188
TX-102961;353;aprovada;244,70;CLI-01542
TX-102962;408;0;730,87;CLI-00295
TX-102963;443;aprovada;268,78;CLI-00763
TX-102964;728;0;279,47;CLI-02117
TX-102965;484;0;1.480,44;CLI-02180
TX-102966;440;aprovada;1.071,61;CLI-01587
TX-102967;322;aprovada;1.432,71;CLI-00915
TX-102968;685;0;114,63;CLI-01857
TX-102969;266;aprovada;1.649,40;CLI-00222
TX-102970;480;0;315,68;CLI-00913
TX-102971;582;aprovada;467,84;CLI-00838
TX-102972;522;0;200,62;CLI-00286
TX-102973;544;0;356,36;CLI-02432
TX-102974;400;0;57,00;CLI-00424
TX-102975;613;aprovada;443,73;CLI-01203
TX-102976;427;aprovada;283,43;CLI-01940
TX-102977;555;0;647,38;CLI-01971
TX-102978;524;0;97,17;CLI-00181
TX-102979;488;aprovada;514,12;CLI-01158
TX-102980;807;aprovada;320,40;CLI-02583
TX-102981;411;aprovada;199,72;CLI-00272
TX-102982;773;aprovada;354,05;CLI-02324
TX-102983;416;0;205,42;CLI-01677
TX-102984;486;0;162,02;CLI-01034
TX-102985;505;aprovada;1.570,58;CLI-00507
TX-102986;336;0;643,12;CLI-00669
TX-102987;521;aprovada;259,50;CLI-02133
TX-102988;633;aprovada;254,81;CLI-00018
TX-102989;294;aprovada;2.052,95;CLI-02412
TX-102990;571;0;126,52;CLI-00712
TX-102991;663;aprovada;176,61;CLI-01582
TX-102992;531;0;406,64;CLI-02108
TX-102993;713;0;102,25;CLI-02030
TX-102994;367;aprovada;273,56;CLI-00785
TX-102995;574;0;975,93;CLI-02684
TX-102996;665;aprovada;412,83;CLI-03015
TX-102997;720;0;759,51;CLI-00747
TX-102998;376;aprovada;266,21;CLI-02395
TX-102999;383;aprovada;944,81;CLI-01051
TX-103000;511;0;415,39;CLI-01238
TX-103001;417;0;310,40;CLI-02600
TX-103002;623;aprovada;839,68;CLI-02417
TX-103003;466;0;899,98;CLI-00024
TX-103004;518;aprovada;277,24;CLI-01226
TX-103005;354;aprovada;366,13;CLI-02444
TX-103006;115;aprovada;223,20;CLI-01909
TX-103007;450;0;67,76;CLI-01836
TX-103008;524;0;138,17;CLI-00864
TX-103009;780;aprovada;98,40;CLI-01096
TX-103010;593;0;350,00;CLI-01226
TX-103011;739;chargeback;683,54;CLI-00825
TX-103012;484;chargeback;1.461,22;CLI-01848
TX-103013;559;aprovada;83,87;CLI-01070
TX-103014;398;aprovada;578,29;CLI-02440
TX-103015;323;0;231,03;CLI-00364
TX-103016;387;aprovada;361,00;CLI-00695
TX-103017;442;aprovada;59,22;CLI-02392
TX-103018;487;aprovada;538,34;CLI-01632
TX-103019;495;aprovada;179,51;CLI-02907
TX-103020;619;aprovada;395,45;CLI-00348
TX-103021;434;aprovada;666,71;CLI-00769
TX-103022;299;0;534,92;CLI-02389
TX-103023;582;aprovada;1.731,58;CLI-02328
TX-103024;564;aprovada;1.448,29;CLI-02042
TX-103025;319;aprovada;146,39;CLI-00790
TX-103026;376;0;387,23;CLI-00769
TX-103027;392;aprovada;87,96;CLI-01533
TX-103028;571;aprovada;421,36;CLI-02615
TX-103029;633;0;66,07;CLI-01322
TX-103030;498;aprovada;1.009,19;CLI-00987
TX-103031;413;aprovada;361,30;CLI-02199
TX-103032;596;0;128,60;CLI-02987
TX-103033;619;0;283,30;CLI-00425
TX-103034;575;aprovada;67,40;CLI-01889
TX-103035;850;0;71,25;CLI-00782
TX-103036;577;aprovada;46,85;CLI-00140
TX-103037;237;0;431,39;CLI-01905
TX-103038;381;0;138,88;CLI-00023
TX-103039;345;aprovada;327,33;CLI-02770
TX-103040;521;aprovada;538,70;CLI-01619
TX-103041;539;aprovada;600,63;CLI-00999
TX-103042;626;0;44,94;CLI-01342
TX-103043;291;aprovada;215,46;CLI-02830
TX-103044;429;aprovada;630,41;CLI-01028
TX-103045;608;0;225,58;CLI-00319
TX-103046;212;aprovada;898,38;CLI-01649
TX-103047;640;0;346,24;CLI-01485
TX-103048;687;aprovada;500,49;CLI-00297
TX-103049;699;0;936,88;CLI-02717
TX-103050;513;aprovada;98,81;CLI-02808
TX-103051;625;0;170,90;CLI-01751
TX-103052;527;0;1.077,07;CLI-00043
TX-103053;522;0;382,33;CLI-02673
TX-103054;580;0;232,32;CLI-01257
TX-103055;496;0;833,71;CLI-02208
TX-103056;261;aprovada;426,22;CLI-01397
TX-103057;300;aprovada;355,36;CLI-00991
TX-103058;534;aprovada;479,65;CLI-00182
TX-103059;724;0;973,79;CLI-02224
TX-103060;487;0;250,98;CLI-02121
TX-103061;628;0;483,90;CLI-01209
TX-103062;450;aprovada;1.142,26;CLI-00221
TX-103063;714;0;199,16;CLI-02877
TX-103064;343;0;815,89;CLI-00348
TX-103065;410;aprovada;880,09;CLI-00245
TX-103066;574;0;245,96;CLI-02630
TX-103067;411;0;524,64;CLI-00063
TX-103068;103;0;198,43;CLI-02886
TX-103069;402;aprovada;1.350,22;CLI-01770
TX-103070;630;aprovada;785,78;CLI-01400
TX-103071;406;aprovada;246,34;CLI-00702
TX-103072;402;aprovada;244,30;CLI-00104
TX-103073;352;0;2.216,75;CLI-01757
TX-103074;517;aprovada;349,02;CLI-02496
TX-103075;541;aprovada;198,64;CLI-02330
TX-103076;758;chargeback;357,06;CLI-02247
TX-103077;528;0;370,07;CLI-02483
TX-103078;666;aprovada;671,94;CLI-01116
TX-103079;542;0;1.250,32;CLI-02169
TX-103080;841;aprovada;281,65;CLI-00462
TX-103081;577;0;284,75;CLI-02487
TX-103082;270;0;122,77;CLI-02534
TX-103083;448;0;467,48;CLI-01998
TX-103084;385;aprovada;182,21;CLI-02428
TX-103085;198;aprovada;541,41;CLI-01017
TX-103086;599;aprovada;667,82;CLI-01093
TX-103087;494;aprovada;1.644,77;CLI-02887
TX-103088;484;aprovada;825,72;CLI-01233
TX-103089;634;0;97,90;CLI-00091
TX-103090;345;0;373,87;CLI-00491
TX-103091;357;aprovada;114,79;CLI-02572
TX-103092;629;aprovada;1.059,22;CLI-02502
TX-103093;790;aprovada;1.378,12;CLI-02772
TX-103094;608;0;251,03;CLI-01398
TX-103095;633;aprovada;298,91;CLI-01709
TX-103096;505;aprovada;233,55;CLI-01923
TX-103097;521;aprovada;687,71;CLI-00847
TX-103098;421;aprovada;1.168,45;CLI-01739
TX-103099;733;0;403,79;CLI-00808
TX-103100;320;aprovada;204,65;CLI-02153
TX-103101;599;0;287,94;CLI-00989
TX-103102;608;aprovada;568,02;CLI-02544
TX-103103;434;aprovada;1.182,70;CLI-01786
TX-103104;423;0;351,32;CLI-00661
TX-103105;216;aprovada;523,52;CLI-01630
TX-103106;552;0;1.085,88;CLI-01293
TX-103107;379;aprovada;414,13;CLI-01222
TX-103108;435;aprovada;626,19;CLI-00118
TX-103109;446;aprovada;1.898,04;CLI-02584
TX-103110;638;aprovada;239,04;CLI-02164
TX-103111;534;0;222,44;CLI-00116
TX-103112;497;0;399,44;CLI-01864
TX-103113;676;0;516,86;CLI-02087
TX-103114;675;0;126,90;CLI-02164
TX-103115;747;aprovada;538,05;CLI-00098
TX-103116;377;0;507,47;CLI-00406
TX-103117;345;aprovada;478,84;CLI-00635
TX-103118;456;aprovada;160,21;CLI-01468
TX-103119;259;aprovada;404,18;CLI-01220
TX-103120;542;0;1.420,02;CLI-00117
TX-103121;551;aprovada;693,06;CLI-01080
TX-103122;569;0;498,79;CLI-02961
TX-103123;522;aprovada;292,16;CLI-00008
TX-103124;596;0;276,59;CLI-00258
TX-103125;666;0;381,30;CLI-01654
TX-103126;258;aprovada;1.027,06;CLI-01036
TX-103127;616;aprovada;462,46;CLI-02888
TX-103128;470;0;395,16;CLI-00682
TX-103129;487;0;1.220,65;CLI-00376
TX-103130;646;0;799,08;CLI-02916
TX-103131;492;0;735,22;CLI-02918
TX-103132;613;0;100,70;CLI-01284
TX-103133;380;0;257,41;CLI-01268
TX-103134;466;aprovada;328,28;CLI-00037
TX-103135;430;0;226,25;CLI-02451
TX-103136;518;0;74,23;CLI-02608
TX-103137;480;0;319,34;CLI-01592
TX-103138;521;aprovada;79,62;CLI-02667
TX-103139;744;0;262,49;CLI-00384
TX-103140;676;aprovada;388,67;CLI-01291
TX-103141;517;0;500,97;CLI-02767
TX-103142;348;aprovada;418,42;CLI-00940
TX-103143;489;aprovada;596,36;CLI-02238
TX-103144;528;aprovada;1.057,80;CLI-02209
TX-103145;633;aprovada;148,35;CLI-02320
TX-103146;635;0;793,09;CLI-02527
TX-103147;503;aprovada;60,48;CLI-01536
TX-103148;636;aprovada;744,27;CLI-00395
TX-103149;447;0;954,62;CLI-00414
TX-103150;397;0;1.107,03;CLI-02639
TX-103151;367;aprovada;131,03;CLI-02743
TX-103152;349;0;649,44;CLI-00396
TX-103153;330;0;233,72;CLI-00659
TX-103154;484;aprovada;546,59;CLI-01938
TX-103155;438;0;280,62;CLI-01881
TX-103156;287;0;2.855,11;CLI-01336
TX-103157;662;0;133,97;CLI-01182
TX-103158;305;aprovada;43,33;CLI-01319
TX-103159;459;aprovada;219,06;CLI-00555
TX-103160;757;0;359,08;CLI-02079
TX-103161;431;aprovada;121,76;CLI-01398
TX-103162;432;aprovada;1.868,95;CLI-02175
TX-103163;229;aprovada;500,01;CLI-02650
TX-103164;684;0;402,95;CLI-01245
TX-103165;360;aprovada;2.691,18;CLI-02980
TX-103166;725;aprovada;479,06;CLI-02907
TX-103167;465;aprovada;129,10;CLI-02902
TX-103168;425;0;185,69;CLI-02258
TX-103169;288;aprovada;203,75;CLI-01511
TX-103170;310;aprovada;592,29;CLI-02417
TX-103171;707;aprovada;687,55;CLI-01807
TX-103172;544;aprovada;318,91;CLI-03008
TX-103173;639;aprovada;838,30;CLI-02259
TX-103174;432;0;103,46;CLI-01099
TX-103175;278;aprovada;432,69;CLI-02788
TX-103176;724;aprovada;1.035,72;CLI-01052
TX-103177;287;0;451,13;CLI-03010
TX-103178;432;aprovada;481,72;CLI-02705
TX-103179;557;aprovada;2.083,30;CLI-00821
TX-103180;452;aprovada;587,84;CLI-02354
TX-103181;598;aprovada;411,89;CLI-01469
TX-103182;596;0;399,08;CLI-00048
TX-103183;479;aprovada;898,77;CLI-01866
TX-103184;309;aprovada;1.712,66;CLI-02517
TX-103185;544;aprovada;1.037,66;CLI-00253
TX-103186;627;0;315,30;CLI-00494
TX-103187;705;chargeback;486,96;CLI-01890
TX-103188;803;aprovada;1.610,72;CLI-01498
TX-103189;568;0;696,97;CLI-02843
TX-103190;676;0;449,11;CLI-02141
TX-103191;585;aprovada;249,52;CLI-01884
TX-103192;610;0;255,05;CLI-00848
TX-103193;305;aprovada;913,28;CLI-01731
TX-103194;543;aprovada;165,54;CLI-01246
TX-103195;494;aprovada;370,29;CLI-01624
